Month,Account,Account_Description,Cost_Center,Cost_Center_Name,Amount_SAR,Note
2025-11,6500,Depreciation Expense,CC-000,UNALLOCATED,14400.0,
2025-11,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),325920.0,
2025-11,6500,Depreciation Expense,CC-410,Finance Shared Services,139680.0,
2025-12,5000,COGS – Food,CC-000,UNALLOCATED,112808.93,
2025-12,5000,COGS – Food,CC-210,Riyadh North DC,1386045.75,
2025-12,5000,COGS – Food,CC-220,Riyadh South DC,1094246.65,
2025-12,5000,COGS – Food,CC-230,Qassim WH,656547.99,
2025-12,5000,COGS – Food,CC-240,Hail WH,510648.44,
2025-12,5010,COGS – Beverages,CC-000,UNALLOCATED,87511.8,
2025-12,5010,COGS – Beverages,CC-210,Riyadh North DC,1075228.32,
2025-12,5010,COGS – Beverages,CC-220,Riyadh South DC,848864.47,
2025-12,5010,COGS – Beverages,CC-230,Qassim WH,509318.68,
2025-12,5010,COGS – Beverages,CC-240,Hail WH,396136.75,
2025-12,5020,COGS – Household,,,381700.26,
2025-12,5020,COGS – Household,CC-000,UNALLOCATED,84322.59,
2025-12,5020,COGS – Household,CC-210,Riyadh North DC,1036043.54,
2025-12,5020,COGS – Household,CC-220,Riyadh South DC,817929.11,
2025-12,5020,COGS – Household,CC-230,Qassim WH,490757.47,
2025-12,5030,COGS – Cosmetics,CC-000,UNALLOCATED,133473.07,
2025-12,5030,COGS – Cosmetics,CC-210,Riyadh North DC,1639939.18,
2025-12,5030,COGS – Cosmetics,CC-220,Riyadh South DC,1294688.82,
2025-12,5030,COGS – Cosmetics,CC-230,Qassim WH,776813.29,
2025-12,5030,COGS – Cosmetics,CC-240,Hail WH,604188.13,
2025-12,5100,Freight Inwards,CC-000,UNALLOCATED,1358.96,
2025-12,5100,Freight Inwards,CC-210,Riyadh North DC,16697.1,
2025-12,5100,Freight Inwards,CC-220,Riyadh South DC,13181.92,
2025-12,5100,Freight Inwards,CC-230,Qassim WH,7909.15,
2025-12,5100,Freight Inwards,CC-240,Hail WH,6151.56,
2025-12,6000,Salaries & Wages,CC-000,UNALLOCATED,117570.78,
2025-12,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),380145.52,
2025-12,6000,Salaries & Wages,CC-210,Riyadh North DC,836320.15,
2025-12,6000,Salaries & Wages,CC-220,Riyadh South DC,684261.94,
2025-12,6000,Salaries & Wages,CC-230,Qassim WH,380145.52,
2025-12,6000,Salaries & Wages,CC-240,Hail WH,304116.42,
2025-12,6000,Salaries & Wages,CC-310,Sales — Institutional,532203.73,
2025-12,6000,Salaries & Wages,CC-320,Sales — Retail channels,456174.63,
2025-12,6000,Salaries & Wages,CC-410,Finance Shared Services,228087.31,
2025-12,6020,GOSI Contributions,CC-000,UNALLOCATED,11992.22,
2025-12,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),38774.84,
2025-12,6020,GOSI Contributions,CC-210,Riyadh North DC,85304.65,
2025-12,6020,GOSI Contributions,CC-220,Riyadh South DC,69794.72,
2025-12,6020,GOSI Contributions,CC-230,Qassim WH,38774.84,
2025-12,6020,GOSI Contributions,CC-240,Hail WH,31019.87,
2025-12,6020,GOSI Contributions,CC-310,Sales — Institutional,54284.78,
2025-12,6020,GOSI Contributions,CC-320,Sales — Retail channels,46529.81,
2025-12,6020,GOSI Contributions,CC-410,Finance Shared Services,23264.92,
2025-12,6100,Rent Expense,CC-000,UNALLOCATED,107651.76,
2025-12,6100,Rent Expense,CC-100,HQ & Admin (Olaya),626533.25,
2025-12,6100,Rent Expense,CC-210,Riyadh North DC,1044222.09,
2025-12,6100,Rent Expense,CC-220,Riyadh South DC,904992.48,
2025-12,6100,Rent Expense,CC-230,Qassim WH,487303.64,
2025-12,6100,Rent Expense,CC-240,Hail WH,417688.83,
2025-12,6110,Utilities,CC-000,UNALLOCATED,93969.83,
2025-12,6110,Utilities,CC-100,HQ & Admin (Olaya),303835.79,
2025-12,6110,Utilities,CC-210,Riyadh North DC,729205.87,
2025-12,6110,Utilities,CC-220,Riyadh South DC,607671.56,
2025-12,6110,Utilities,CC-230,Qassim WH,911507.34,
2025-12,6110,Utilities,CC-240,Hail WH,486137.25,
2025-12,6200,Marketing & Advertising,CC-000,UNALLOCATED,1678.9,
2025-12,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),8142.68,
2025-12,6200,Marketing & Advertising,CC-310,Sales — Institutional,13571.14,
2025-12,6200,Marketing & Advertising,CC-320,Sales — Retail channels,32570.73,
2025-12,6220,Professional Fees,CC-000,UNALLOCATED,1782.2,
2025-12,6220,Professional Fees,CC-100,HQ & Admin (Olaya),8643.69,
2025-12,6220,Professional Fees,CC-310,Sales — Institutional,14406.16,
2025-12,6220,Professional Fees,CC-320,Sales — Retail channels,34574.78,
2025-12,6300,Logistics – 3PL,CC-000,UNALLOCATED,92624.96,
2025-12,6300,Logistics – 3PL,CC-210,Riyadh North DC,1197949.52,
2025-12,6300,Logistics – 3PL,CC-220,Riyadh South DC,838564.66,
2025-12,6300,Logistics – 3PL,CC-230,Qassim WH,539077.28,
2025-12,6300,Logistics – 3PL,CC-240,Hail WH,419282.33,
2025-12,6500,Depreciation Expense,CC-000,UNALLOCATED,14400.0,
2025-12,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),325920.0,
2025-12,6500,Depreciation Expense,CC-410,Finance Shared Services,139680.0,
2025-12,6700,Insurance Expense,CC-000,UNALLOCATED,5100.0,
2025-12,6700,Insurance Expense,CC-100,HQ & Admin (Olaya),115430.0,
2025-12,6700,Insurance Expense,CC-410,Finance Shared Services,49470.0,
2026-01,5000,COGS – Food,CC-000,UNALLOCATED,117360.95,
2026-01,5000,COGS – Food,CC-210,Riyadh North DC,1441974.84,
2026-01,5000,COGS – Food,CC-220,Riyadh South DC,1138401.19,
2026-01,5000,COGS – Food,CC-230,Qassim WH,683040.72,
2026-01,5000,COGS – Food,CC-240,Hail WH,531253.89,
2026-01,5010,COGS – Beverages,CC-000,UNALLOCATED,158538.02,
2026-01,5010,COGS – Beverages,CC-210,Riyadh North DC,1947903.8,
2026-01,5010,COGS – Beverages,CC-220,Riyadh South DC,1537818.79,
2026-01,5010,COGS – Beverages,CC-230,Qassim WH,922691.27,
2026-01,5010,COGS – Beverages,CC-240,Hail WH,717648.76,
2026-01,5020,COGS – Household,CC-000,UNALLOCATED,154415.53,
2026-01,5020,COGS – Household,CC-210,Riyadh North DC,1897252.1,
2026-01,5020,COGS – Household,CC-220,Riyadh South DC,1497830.61,
2026-01,5020,COGS – Household,CC-230,Qassim WH,898698.36,
2026-01,5020,COGS – Household,CC-240,Hail WH,698987.62,
2026-01,5030,COGS – Cosmetics,,,612125.15,
2026-01,5030,COGS – Cosmetics,CC-000,UNALLOCATED,135226.47,
2026-01,5030,COGS – Cosmetics,CC-210,Riyadh North DC,1661482.56,
2026-01,5030,COGS – Cosmetics,CC-220,Riyadh South DC,1311696.76,
2026-01,5030,COGS – Cosmetics,CC-230,Qassim WH,787018.06,
2026-01,5100,Freight Inwards,CC-000,UNALLOCATED,1920.84,
2026-01,5100,Freight Inwards,CC-210,Riyadh North DC,23600.67,
2026-01,5100,Freight Inwards,CC-220,Riyadh South DC,18632.1,
2026-01,5100,Freight Inwards,CC-230,Qassim WH,11179.26,
2026-01,5100,Freight Inwards,CC-240,Hail WH,8694.98,
2026-01,6000,Salaries & Wages,CC-000,UNALLOCATED,123000.0,
2026-01,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),397700.0,
2026-01,6000,Salaries & Wages,CC-210,Riyadh North DC,874940.0,
2026-01,6000,Salaries & Wages,CC-220,Riyadh South DC,715860.0,
2026-01,6000,Salaries & Wages,CC-230,Qassim WH,397700.0,
2026-01,6000,Salaries & Wages,CC-240,Hail WH,318160.0,
2026-01,6000,Salaries & Wages,CC-310,Sales — Institutional,556780.0,
2026-01,6000,Salaries & Wages,CC-320,Sales — Retail channels,477240.0,
2026-01,6000,Salaries & Wages,CC-410,Finance Shared Services,238620.0,
2026-01,6020,GOSI Contributions,CC-000,UNALLOCATED,12300.0,
2026-01,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),39770.0,
2026-01,6020,GOSI Contributions,CC-210,Riyadh North DC,87494.0,
2026-01,6020,GOSI Contributions,CC-220,Riyadh South DC,71586.0,
2026-01,6020,GOSI Contributions,CC-230,Qassim WH,39770.0,
2026-01,6020,GOSI Contributions,CC-240,Hail WH,31816.0,
2026-01,6020,GOSI Contributions,CC-310,Sales — Institutional,55678.0,
2026-01,6020,GOSI Contributions,CC-320,Sales — Retail channels,47724.0,
2026-01,6020,GOSI Contributions,CC-410,Finance Shared Services,23862.0,
2026-01,6100,Rent Expense,CC-000,UNALLOCATED,165600.28,
2026-01,6100,Rent Expense,CC-100,HQ & Admin (Olaya),963793.63,
2026-01,6100,Rent Expense,CC-210,Riyadh North DC,1606322.7,
2026-01,6100,Rent Expense,CC-220,Riyadh South DC,1392146.34,
2026-01,6100,Rent Expense,CC-230,Qassim WH,749617.26,
2026-01,6100,Rent Expense,CC-240,Hail WH,642529.08,
2026-01,6110,Utilities,CC-000,UNALLOCATED,132712.91,
2026-01,6110,Utilities,CC-100,HQ & Admin (Olaya),429105.07,
2026-01,6110,Utilities,CC-210,Riyadh North DC,1029852.16,
2026-01,6110,Utilities,CC-220,Riyadh South DC,858210.14,
2026-01,6110,Utilities,CC-230,Qassim WH,1287315.2,
2026-01,6110,Utilities,CC-240,Hail WH,686568.11,
2026-01,6200,Marketing & Advertising,,,19327.25,
2026-01,6200,Marketing & Advertising,CC-000,UNALLOCATED,2391.0,
2026-01,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),11596.35,
2026-01,6200,Marketing & Advertising,CC-320,Sales — Retail channels,46385.4,
2026-01,6300,Logistics – 3PL,CC-000,UNALLOCATED,188325.43,
2026-01,6300,Logistics – 3PL,CC-210,Riyadh North DC,2435675.54,
2026-01,6300,Logistics – 3PL,CC-220,Riyadh South DC,1704972.88,
2026-01,6300,Logistics – 3PL,CC-230,Qassim WH,1096053.99,
2026-01,6300,Logistics – 3PL,CC-240,Hail WH,852486.44,
2026-01,6310,Vehicle Fuel & Maintenance,CC-000,UNALLOCATED,1806.48,
2026-01,6310,Vehicle Fuel & Maintenance,CC-100,HQ & Admin (Olaya),40886.57,
2026-01,6310,Vehicle Fuel & Maintenance,CC-410,Finance Shared Services,17522.81,
2026-01,6500,Depreciation Expense,CC-000,UNALLOCATED,15600.0,
2026-01,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),353080.0,
2026-01,6500,Depreciation Expense,CC-410,Finance Shared Services,151320.0,
2026-02,5000,COGS – Food,CC-000,UNALLOCATED,106090.53,
2026-02,5000,COGS – Food,CC-210,Riyadh North DC,1303498.97,
2026-02,5000,COGS – Food,CC-220,Riyadh South DC,1029078.13,
2026-02,5000,COGS – Food,CC-230,Qassim WH,617446.88,
2026-02,5000,COGS – Food,CC-240,Hail WH,480236.46,
2026-02,5010,COGS – Beverages,CC-000,UNALLOCATED,120094.75,
2026-02,5010,COGS – Beverages,CC-210,Riyadh North DC,1475564.15,
2026-02,5010,COGS – Beverages,CC-220,Riyadh South DC,1164919.07,
2026-02,5010,COGS – Beverages,CC-230,Qassim WH,698951.44,
2026-02,5010,COGS – Beverages,CC-240,Hail WH,543628.89,
2026-02,5020,COGS – Household,,,1476432.85,
2026-02,5020,COGS – Household,CC-000,UNALLOCATED,152209.57,
2026-02,5020,COGS – Household,CC-210,Riyadh North DC,1870148.28,
2026-02,5020,COGS – Household,CC-230,Qassim WH,885859.71,
2026-02,5020,COGS – Household,CC-240,Hail WH,689002.0,
2026-02,5030,COGS – Cosmetics,CC-000,UNALLOCATED,125988.05,
2026-02,5030,COGS – Cosmetics,CC-210,Riyadh North DC,1547973.17,
2026-02,5030,COGS – Cosmetics,CC-220,Riyadh South DC,1222084.08,
2026-02,5030,COGS – Cosmetics,CC-230,Qassim WH,733250.45,
2026-02,5030,COGS – Cosmetics,CC-240,Hail WH,570305.9,
2026-02,6000,Salaries & Wages,CC-000,UNALLOCATED,123000.0,
2026-02,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),397700.0,
2026-02,6000,Salaries & Wages,CC-210,Riyadh North DC,874940.0,
2026-02,6000,Salaries & Wages,CC-220,Riyadh South DC,715860.0,
2026-02,6000,Salaries & Wages,CC-230,Qassim WH,397700.0,
2026-02,6000,Salaries & Wages,CC-240,Hail WH,318160.0,
2026-02,6000,Salaries & Wages,CC-310,Sales — Institutional,556780.0,
2026-02,6000,Salaries & Wages,CC-320,Sales — Retail channels,477240.0,
2026-02,6000,Salaries & Wages,CC-410,Finance Shared Services,238620.0,
2026-02,6020,GOSI Contributions,CC-000,UNALLOCATED,12300.0,
2026-02,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),39770.0,
2026-02,6020,GOSI Contributions,CC-210,Riyadh North DC,87494.0,
2026-02,6020,GOSI Contributions,CC-220,Riyadh South DC,71586.0,
2026-02,6020,GOSI Contributions,CC-230,Qassim WH,39770.0,
2026-02,6020,GOSI Contributions,CC-240,Hail WH,31816.0,
2026-02,6020,GOSI Contributions,CC-310,Sales — Institutional,55678.0,
2026-02,6020,GOSI Contributions,CC-320,Sales — Retail channels,47724.0,
2026-02,6020,GOSI Contributions,CC-410,Finance Shared Services,23862.0,
2026-02,6100,Rent Expense,,,1388882.5,
2026-02,6100,Rent Expense,CC-000,UNALLOCATED,143183.76,
2026-02,6100,Rent Expense,CC-100,HQ & Admin (Olaya),833329.5,
2026-02,6100,Rent Expense,CC-220,Riyadh South DC,1203698.16,
2026-02,6100,Rent Expense,CC-230,Qassim WH,648145.16,
2026-02,6100,Rent Expense,CC-240,Hail WH,555553.0,
2026-02,6110,Utilities,,,1050601.33,
2026-02,6110,Utilities,CC-000,UNALLOCATED,135386.77,
2026-02,6110,Utilities,CC-100,HQ & Admin (Olaya),437750.55,
2026-02,6110,Utilities,CC-100,HQ & Admin (Olaya),411485.52,REVISED 2026-03-05 — supersedes earlier Feb posting (metering correction)
2026-02,6110,Utilities,CC-210,Riyadh North DC,987565.25,REVISED 2026-03-05 — supersedes earlier Feb posting (metering correction)
2026-02,6110,Utilities,CC-220,Riyadh South DC,875501.11,
2026-02,6110,Utilities,CC-220,Riyadh South DC,822971.04,REVISED 2026-03-05 — supersedes earlier Feb posting (metering correction)
2026-02,6110,Utilities,CC-230,Qassim WH,1313251.67,
2026-02,6110,Utilities,CC-230,Qassim WH,1510239.42,REVISED 2026-03-05 — supersedes earlier Feb posting (metering correction)
2026-02,6110,Utilities,CC-240,Hail WH,700400.89,
2026-02,6110,Utilities,CC-240,Hail WH,658376.84,REVISED 2026-03-05 — supersedes earlier Feb posting (metering correction)
2026-02,6200,Marketing & Advertising,CC-000,UNALLOCATED,2421.0,
2026-02,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),11741.85,
2026-02,6200,Marketing & Advertising,CC-310,Sales — Institutional,19569.75,
2026-02,6200,Marketing & Advertising,CC-320,Sales — Retail channels,46967.4,
2026-02,6300,Logistics – 3PL,CC-000,UNALLOCATED,101250.82,
2026-02,6300,Logistics – 3PL,CC-210,Riyadh North DC,1309510.56,
2026-02,6300,Logistics – 3PL,CC-220,Riyadh South DC,916657.39,
2026-02,6300,Logistics – 3PL,CC-230,Qassim WH,589279.75,
2026-02,6300,Logistics – 3PL,CC-240,Hail WH,458328.69,
2026-02,6500,Depreciation Expense,CC-000,UNALLOCATED,15600.0,
2026-02,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),353080.0,
2026-02,6500,Depreciation Expense,CC-410,Finance Shared Services,151320.0,
2026-02,6610,FX Gain / Loss,,,2766.44,
2026-02,6610,FX Gain / Loss,CC-000,UNALLOCATED,285.2,
2026-02,6610,FX Gain / Loss,CC-100,HQ & Admin (Olaya),6455.03,
2026-03,5000,COGS – Food,CC-000,UNALLOCATED,69322.41,
2026-03,5000,COGS – Food,CC-210,Riyadh North DC,851741.37,
2026-03,5000,COGS – Food,CC-220,Riyadh South DC,672427.39,
2026-03,5000,COGS – Food,CC-230,Qassim WH,403456.44,
2026-03,5000,COGS – Food,CC-240,Hail WH,313799.45,
2026-03,5010,COGS – Beverages,,,876842.88,
2026-03,5010,COGS – Beverages,CC-000,UNALLOCATED,90396.17,
2026-03,5010,COGS – Beverages,CC-210,Riyadh North DC,1110667.65,
2026-03,5010,COGS – Beverages,CC-230,Qassim WH,526105.73,
2026-03,5010,COGS – Beverages,CC-240,Hail WH,409193.34,
2026-03,5020,COGS – Household,CC-000,UNALLOCATED,111046.06,
2026-03,5020,COGS – Household,CC-210,Riyadh North DC,1364385.92,
2026-03,5020,COGS – Household,CC-220,Riyadh South DC,1077146.78,
2026-03,5020,COGS – Household,CC-230,Qassim WH,646288.07,
2026-03,5020,COGS – Household,CC-240,Hail WH,502668.49,
2026-03,5030,COGS – Cosmetics,CC-000,UNALLOCATED,134852.69,
2026-03,5030,COGS – Cosmetics,CC-210,Riyadh North DC,1656890.08,
2026-03,5030,COGS – Cosmetics,CC-220,Riyadh South DC,1308071.11,
2026-03,5030,COGS – Cosmetics,CC-230,Qassim WH,784842.67,
2026-03,5030,COGS – Cosmetics,CC-240,Hail WH,610433.19,
2026-03,5100,Freight Inwards,CC-000,UNALLOCATED,5315.64,
2026-03,5100,Freight Inwards,CC-210,Riyadh North DC,65311.5,
2026-03,5100,Freight Inwards,CC-220,Riyadh South DC,51561.71,
2026-03,5100,Freight Inwards,CC-230,Qassim WH,30937.02,
2026-03,5100,Freight Inwards,CC-240,Hail WH,24062.13,
2026-03,5200,Inventory Adjustments,CC-000,UNALLOCATED,810.06,
2026-03,5200,Inventory Adjustments,CC-210,Riyadh North DC,9952.97,
2026-03,5200,Inventory Adjustments,CC-220,Riyadh South DC,7857.61,
2026-03,5200,Inventory Adjustments,CC-230,Qassim WH,4714.56,
2026-03,5200,Inventory Adjustments,CC-240,Hail WH,3666.89,
2026-03,6000,Salaries & Wages,,,402644.58,
2026-03,6000,Salaries & Wages,CC-000,UNALLOCATED,124529.25,
2026-03,6000,Salaries & Wages,CC-210,Riyadh North DC,885818.09,
2026-03,6000,Salaries & Wages,CC-220,Riyadh South DC,724760.25,
2026-03,6000,Salaries & Wages,CC-230,Qassim WH,402644.58,
2026-03,6000,Salaries & Wages,CC-240,Hail WH,322115.67,
2026-03,6000,Salaries & Wages,CC-310,Sales — Institutional,563702.42,
2026-03,6000,Salaries & Wages,CC-320,Sales — Retail channels,483173.5,
2026-03,6000,Salaries & Wages,CC-410,Finance Shared Services,241586.76,
2026-03,6020,GOSI Contributions,CC-000,UNALLOCATED,12300.0,
2026-03,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),39770.0,
2026-03,6020,GOSI Contributions,CC-210,Riyadh North DC,87494.0,
2026-03,6020,GOSI Contributions,CC-220,Riyadh South DC,71586.0,
2026-03,6020,GOSI Contributions,CC-230,Qassim WH,39770.0,
2026-03,6020,GOSI Contributions,CC-240,Hail WH,31816.0,
2026-03,6020,GOSI Contributions,CC-310,Sales — Institutional,55678.0,
2026-03,6020,GOSI Contributions,CC-320,Sales — Retail channels,47724.0,
2026-03,6020,GOSI Contributions,CC-410,Finance Shared Services,23862.0,
2026-03,6100,Rent Expense,CC-000,UNALLOCATED,142443.7,
2026-03,6100,Rent Expense,CC-100,HQ & Admin (Olaya),829022.36,
2026-03,6100,Rent Expense,CC-210,Riyadh North DC,1381703.91,
2026-03,6100,Rent Expense,CC-220,Riyadh South DC,1197476.72,
2026-03,6100,Rent Expense,CC-230,Qassim WH,644795.16,
2026-03,6100,Rent Expense,CC-240,Hail WH,552681.56,
2026-03,6110,Utilities,CC-000,UNALLOCATED,88709.94,
2026-03,6110,Utilities,CC-100,HQ & Admin (Olaya),286828.83,
2026-03,6110,Utilities,CC-210,Riyadh North DC,688389.17,
2026-03,6110,Utilities,CC-220,Riyadh South DC,573657.64,
2026-03,6110,Utilities,CC-230,Qassim WH,860486.46,
2026-03,6110,Utilities,CC-240,Hail WH,458926.11,
2026-03,6200,Marketing & Advertising,CC-000,UNALLOCATED,2040.0,
2026-03,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),9894.0,
2026-03,6200,Marketing & Advertising,CC-310,Sales — Institutional,16490.0,
2026-03,6200,Marketing & Advertising,CC-320,Sales — Retail channels,39576.0,
2026-03,6300,Logistics – 3PL,CC-000,UNALLOCATED,96136.76,
2026-03,6300,Logistics – 3PL,CC-210,Riyadh North DC,1243368.82,
2026-03,6300,Logistics – 3PL,CC-220,Riyadh South DC,870358.17,
2026-03,6300,Logistics – 3PL,CC-230,Qassim WH,559515.97,
2026-03,6300,Logistics – 3PL,CC-240,Hail WH,435179.09,
2026-03,6320,Repairs & Maintenance,CC-000,UNALLOCATED,866.73,
2026-03,6320,Repairs & Maintenance,CC-100,HQ & Admin (Olaya),19616.99,
2026-03,6320,Repairs & Maintenance,CC-410,Finance Shared Services,8407.28,
2026-03,6500,Depreciation Expense,CC-000,UNALLOCATED,15600.0,
2026-03,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),353080.0,
2026-03,6500,Depreciation Expense,CC-410,Finance Shared Services,151320.0,
2026-03,6700,Insurance Expense,CC-000,UNALLOCATED,7401.9,
2026-03,6700,Insurance Expense,CC-100,HQ & Admin (Olaya),167529.7,
2026-03,6700,Insurance Expense,CC-410,Finance Shared Services,71798.45,
2026-04,5000,COGS – Food,CC-000,UNALLOCATED,103325.22,
2026-04,5000,COGS – Food,CC-210,Riyadh North DC,1269522.5,
2026-04,5000,COGS – Food,CC-220,Riyadh South DC,1002254.6,
2026-04,5000,COGS – Food,CC-230,Qassim WH,601352.76,
2026-04,5000,COGS – Food,CC-240,Hail WH,467718.81,
2026-04,5010,COGS – Beverages,CC-000,UNALLOCATED,60037.57,
2026-04,5010,COGS – Beverages,CC-210,Riyadh North DC,737661.59,
2026-04,5010,COGS – Beverages,CC-220,Riyadh South DC,582364.41,
2026-04,5010,COGS – Beverages,CC-230,Qassim WH,349418.65,
2026-04,5010,COGS – Beverages,CC-240,Hail WH,271770.05,
2026-04,5020,COGS – Household,CC-000,UNALLOCATED,84495.1,
2026-04,5020,COGS – Household,CC-210,Riyadh North DC,1038163.09,
2026-04,5020,COGS – Household,CC-220,Riyadh South DC,819602.44,
2026-04,5020,COGS – Household,CC-230,Qassim WH,491761.46,
2026-04,5020,COGS – Household,CC-240,Hail WH,382481.14,
2026-04,5030,COGS – Cosmetics,CC-000,UNALLOCATED,87408.11,
2026-04,5030,COGS – Cosmetics,CC-210,Riyadh North DC,1073954.27,
2026-04,5030,COGS – Cosmetics,CC-220,Riyadh South DC,847858.63,
2026-04,5030,COGS – Cosmetics,CC-230,Qassim WH,508715.18,
2026-04,5030,COGS – Cosmetics,CC-240,Hail WH,395667.36,
2026-04,6000,Salaries & Wages,CC-000,UNALLOCATED,123000.0,
2026-04,6000,Salaries & Wages,CC-100,HQ & Admin (Olaya),397700.0,
2026-04,6000,Salaries & Wages,CC-210,Riyadh North DC,874940.0,
2026-04,6000,Salaries & Wages,CC-220,Riyadh South DC,715860.0,
2026-04,6000,Salaries & Wages,CC-230,Qassim WH,397700.0,
2026-04,6000,Salaries & Wages,CC-240,Hail WH,318160.0,
2026-04,6000,Salaries & Wages,CC-310,Sales — Institutional,556780.0,
2026-04,6000,Salaries & Wages,CC-320,Sales — Retail channels,477240.0,
2026-04,6000,Salaries & Wages,CC-410,Finance Shared Services,238620.0,
2026-04,6020,GOSI Contributions,CC-000,UNALLOCATED,13722.67,
2026-04,6020,GOSI Contributions,CC-100,HQ & Admin (Olaya),44369.97,
2026-04,6020,GOSI Contributions,CC-210,Riyadh North DC,97613.93,
2026-04,6020,GOSI Contributions,CC-220,Riyadh South DC,79865.94,
2026-04,6020,GOSI Contributions,CC-230,Qassim WH,44369.97,
2026-04,6020,GOSI Contributions,CC-240,Hail WH,35495.97,
2026-04,6020,GOSI Contributions,CC-310,Sales — Institutional,62117.96,
2026-04,6020,GOSI Contributions,CC-320,Sales — Retail channels,53243.96,
2026-04,6020,GOSI Contributions,CC-410,Finance Shared Services,26621.98,
2026-04,6100,Rent Expense,CC-000,UNALLOCATED,74014.16,
2026-04,6100,Rent Expense,CC-100,HQ & Admin (Olaya),430762.42,
2026-04,6100,Rent Expense,CC-210,Riyadh North DC,717937.35,
2026-04,6100,Rent Expense,CC-220,Riyadh South DC,622212.37,
2026-04,6100,Rent Expense,CC-230,Qassim WH,335037.43,
2026-04,6100,Rent Expense,CC-240,Hail WH,287174.94,
2026-04,6110,Utilities,CC-000,UNALLOCATED,81838.94,
2026-04,6110,Utilities,CC-100,HQ & Admin (Olaya),264612.56,
2026-04,6110,Utilities,CC-210,Riyadh North DC,635070.14,
2026-04,6110,Utilities,CC-220,Riyadh South DC,529225.11,
2026-04,6110,Utilities,CC-230,Qassim WH,793837.67,
2026-04,6110,Utilities,CC-240,Hail WH,423380.09,
2026-04,6200,Marketing & Advertising,CC-000,UNALLOCATED,4597.03,
2026-04,6200,Marketing & Advertising,CC-100,HQ & Admin (Olaya),22295.61,
2026-04,6200,Marketing & Advertising,CC-310,Sales — Institutional,37159.35,
2026-04,6200,Marketing & Advertising,CC-320,Sales — Retail channels,89182.44,
2026-04,6210,Printing & Stationery,,,42377.61,
2026-04,6210,Printing & Stationery,CC-000,UNALLOCATED,2184.41,
2026-04,6210,Printing & Stationery,CC-100,HQ & Admin (Olaya),10594.4,
2026-04,6210,Printing & Stationery,CC-310,Sales — Institutional,17657.34,
2026-04,6220,Professional Fees,CC-000,UNALLOCATED,714.06,
2026-04,6220,Professional Fees,CC-100,HQ & Admin (Olaya),3463.17,
2026-04,6220,Professional Fees,CC-310,Sales — Institutional,5771.95,
2026-04,6220,Professional Fees,CC-320,Sales — Retail channels,13852.69,
2026-04,6300,Logistics – 3PL,CC-000,UNALLOCATED,74239.85,
2026-04,6300,Logistics – 3PL,CC-210,Riyadh North DC,960168.66,
2026-04,6300,Logistics – 3PL,CC-220,Riyadh South DC,672118.06,
2026-04,6300,Logistics – 3PL,CC-230,Qassim WH,432075.9,
2026-04,6300,Logistics – 3PL,CC-240,Hail WH,336059.04,
2026-04,6500,Depreciation Expense,CC-000,UNALLOCATED,15600.0,
2026-04,6500,Depreciation Expense,CC-100,HQ & Admin (Olaya),353080.0,
2026-04,6500,Depreciation Expense,CC-410,Finance Shared Services,151320.0,
2026-05,5000,COGS – Food,CC-000,UNALLOCATED,50393.79,
2026-05,5000,COGS – Food,CC-210,Riyadh North DC,619171.74,
2026-05,5000,COGS – Food,CC-220,Riyadh South DC,488819.8,
2026-05,5000,COGS – Food,CC-230,Qassim WH,293291.88,
2026-05,5000,COGS – Food,CC-240,Hail WH,228115.9,
2026-05,5010,COGS – Beverages,,,800172.97,
2026-05,5010,COGS – Beverages,CC-000,UNALLOCATED,65125.31,
2026-05,5010,COGS – Beverages,CC-220,Riyadh South DC,631715.51,
2026-05,5010,COGS – Beverages,CC-230,Qassim WH,379029.3,
2026-05,5010,COGS – Beverages,CC-240,Hail WH,294800.57,
2026-05,5020,COGS – Household,CC-000,UNALLOCATED,91842.46,
2026-05,5020,COGS – Household,CC-210,Riyadh North DC,1128437.67,
2026-05,5020,COGS – Household,CC-220,Riyadh South DC,890871.84,
2026-05,5020,COGS – Household,CC-230,Qassim WH,534523.11,
2026-05,5020,COGS – Household,CC-240,Hail WH,415740.19,
2026-05,5030,COGS – Cosmetics,CC-000,UNALLOCATED,55184.79,
2026-05,5030,COGS – Cosmetics,CC-210,Riyadh North DC,678037.1,
2026-05,5030,COGS – Cosmetics,CC-220,Riyadh South DC,535292.45,
