GRN_ID,PO_ID,Vendor_ID,Vendor_Name,SKU,PO_Qty,Received_Qty,Receipt_Date,Match_Status
GRN-2026-5431,PO-2026-0260,V-1137,Kayan Dairy Co LLC,BV-2018,5000,4641,2026-06-07,Short receipt — match exception
GRN-2026-5432,PO-2026-0515,V-1124,Tabuk Dairy Co,BV-2016,3000,3000,2026-06-09,Matched (3-way)
GRN-2026-5433,PO-2026-0567,V-1123,Faridi Packaging Company,HH-3020,500,523,2026-06-18,Qty over-receipt — match exception
GRN-2026-5434,PO-2026-0590,V-1171,Najd Imports Company,BV-2019,500,500,2026-06-07,Matched (3-way)
GRN-2026-5435,PO-2026-0351,V-1190,Arkan Trading Trading LLC,HH-3021,1000,1000,2026-05-28,Matched (3-way)
GRN-2026-5436,PO-2026-0268,V-1050,Solo Commercial Ltd,CM-4006,2000,2000,2026-06-14,Matched (3-way)
GRN-2026-5437,PO-2026-0435,V-1061,Al-Rajhi Marketing LLC,CM-4006,1500,1500,2026-06-12,Matched (3-way)
GRN-2026-5438,PO-2026-0277,V-1081,Kayan Commercial Co,BV-2009,500,500,2026-06-01,Matched (3-way)
GRN-2026-5439,PO-2026-0384,V-1113,Al-Faisal Beverages LLC,FG-1025,5000,5000,2026-06-15,Matched (3-way)
GRN-2026-5440,PO-2026-0399,V-1106,Oasis Manufacturing Co,CM-4008,1500,1499,2026-06-20,Short receipt — match exception
GRN-2026-5441,PO-2026-0308,V-1198,Euphrates Group LLC,BV-2012,100,100,2026-06-13,Matched (3-way)
GRN-2026-5442,PO-2026-0457,V-1143,Hijaz Print Services Group,FG-1016,200,200,2026-06-09,Matched (3-way)
GRN-2026-5443,PO-2026-0562,V-1047,Tihama Wines & Spirits Co,BV-2012,1500,1500,2026-06-18,Matched (3-way)
GRN-2026-5444,PO-2026-0453,V-1107,Faridi Marketing Trading LLC,BV-2018,1500,1500,2026-06-12,Matched (3-way)
GRN-2026-5445,PO-2026-0469,V-1133,Kayan Hygiene Co LLC,BV-2012,500,500,2026-06-08,Matched (3-way)
GRN-2026-5446,PO-2026-0473,V-1084,Jamal Supply Chain Co LLC,HH-3013,800,800,2026-06-16,Matched (3-way)
GRN-2026-5447,PO-2026-0495,V-1193,Tatweer Logistics Services LLC,BV-2003,100,100,2026-06-16,Matched (3-way)
GRN-2026-5448,PO-2026-0589,V-1140,Falcon Cosmetics LLC,CM-4017,100,100,2026-06-06,Matched (3-way)
GRN-2026-5449,PO-2026-0336,V-1071,Sulaiman Cleaning Group,CM-4018,1000,1000,2026-06-06,Matched (3-way)
GRN-2026-5450,PO-2026-0445,V-1017,Bin Laden Cosmetics Ltd,BV-2018,1500,1500,2026-06-10,Matched (3-way)
GRN-2026-5451,PO-2026-0512,V-1121,Watani Group LLC,HH-3011,5000,5000,2026-06-22,Matched (3-way)
GRN-2026-5452,PO-2026-0517,V-1141,Mada Industries Co,BV-2009,3000,3000,2026-06-13,Matched (3-way)
GRN-2026-5453,PO-2026-0302,V-1064,Mada Industries Trading LLC,HH-3012,500,455,2026-06-20,Short receipt — match exception
GRN-2026-5454,PO-2026-0316,V-1022,Faridi Cleaning Trading LLC,CM-4005,3000,3000,2026-06-10,Matched (3-way)
GRN-2026-5455,PO-2026-0571,V-1104,Maghrib Manufacturing Co,CM-4005,1500,1500,2026-06-30,Matched (3-way)
GRN-2026-5456,PO-2026-0289,V-1069,Amwaj Supply Chain LLC,CM-4013,1000,1000,2026-06-20,Matched (3-way)
GRN-2026-5457,PO-2026-0296,V-1132,Mawared Snacks Group,BV-2012,1500,1500,2026-06-17,Matched (3-way)
GRN-2026-5458,PO-2026-0364,V-1153,Hijaz Pharma Solutions Co,HH-3023,5000,5000,2026-06-14,Matched (3-way)
GRN-2026-5459,PO-2026-0532,V-1143,Hijaz Print Services Group,BV-2021,500,500,2026-06-17,Matched (3-way)
GRN-2026-5460,PO-2026-0321,V-1086,Khaleej Confectionery Company,BV-2006,800,800,2026-06-15,Matched (3-way)
GRN-2026-5461,PO-2026-0487,V-1037,Premier Industries Co,HH-3011,200,200,2026-06-14,Matched (3-way)
GRN-2026-5462,PO-2026-0508,V-1036,Nile Marketing LLC,FG-1017,1500,1500,2026-06-14,Matched (3-way)
GRN-2026-5463,PO-2026-0575,V-1175,Desert Manufacturing Co,FG-1012,5000,4577,2026-07-03,Short receipt — match exception
GRN-2026-5464,PO-2026-0417,V-1022,Faridi Cleaning Trading LLC,CM-4007,5000,5000,2026-07-03,Matched (3-way)
GRN-2026-5465,PO-2026-0475,V-1191,Tigris Foodstuff Ltd,FG-1010,1500,1500,2026-07-03,Matched (3-way)
GRN-2026-5466,PO-2026-0531,V-1074,Euphrates Services Ltd,CM-4005,1000,1000,2026-06-25,Matched (3-way)
GRN-2026-5467,PO-2026-0551,V-1061,Al-Rajhi Marketing LLC,FG-1016,500,500,2026-06-20,Matched (3-way)
GRN-2026-5468,PO-2026-0311,V-1015,Misr Holdings Group,BV-2012,5000,5000,2026-07-04,Matched (3-way)
GRN-2026-5469,PO-2026-0426,V-1184,Arkan Supply Chain Co LLC,BV-2018,200,200,2026-06-27,Matched (3-way)
GRN-2026-5470,PO-2026-0534,V-1084,Jamal Supply Chain Co LLC,HH-3005,500,500,2026-07-03,Matched (3-way)
GRN-2026-5471,PO-2026-0552,V-1141,Mada Industries Co,HH-3019,1500,1500,2026-06-27,Matched (3-way)
GRN-2026-5472,PO-2026-0519,V-1183,Dar Co Ltd,BV-2017,500,500,2026-06-29,Matched (3-way)
GRN-2026-5473,PO-2026-0470,V-1078,Mediterranean Pharma Trading LLC,FG-1028,2000,2000,2026-06-26,Matched (3-way)
GRN-2026-5474,PO-2026-0348,V-1123,Faridi Packaging Company,FG-1019,500,500,2026-06-24,Matched (3-way)
GRN-2026-5475,PO-2026-0456,V-1133,Kayan Hygiene Co LLC,HH-3016,200,200,2026-06-25,Matched (3-way)
GRN-2026-5476,PO-2026-0346,V-1164,Mada Services Ltd,BV-2008,3000,3036,2026-06-23,Qty over-receipt — match exception
GRN-2026-5477,PO-2026-0599,V-1077,Arkan Foodstuff Ltd,BV-2003,5000,5000,2026-06-22,Matched (3-way)
GRN-2026-5478,PO-2026-0252,V-1037,Premier Industries Co,FG-1009,500,518,23/06/2026,Qty over-receipt — match exception
GRN-2026-5479,PO-2026-0373,V-1000,Arkan Snacks Co LLC,FG-1021,100,100,2026-07-02,Matched (3-way)
GRN-2026-5480,PO-2026-0299,V-1024,Al-Rajhi Confectionery Co,HH-3015,800,800,2026-06-22,Matched (3-way)
GRN-2026-5481,PO-2026-0279,V-1003,Saudi Pharma Suppliers Co,FG-1020,500,500,2026-07-18,Matched (3-way)
GRN-2026-5482,PO-2026-0356,V-1129,Arkan Cleaning Trading LLC,FG-1005,1500,1500,2026-07-18,Matched (3-way)
GRN-2026-5483,PO-2026-0288,V-1099,Tabuk Distribution Trading LLC,HH-3009,100,100,2026-07-04,Matched (3-way)
GRN-2026-5484,PO-2026-0372,V-1110,Premier Manufacturing Group,FG-1030,100,100,2026-07-05,Matched (3-way)
GRN-2026-5485,PO-2026-0494,V-1120,Premier International Group,HH-3013,5000,5000,2026-07-17,Matched (3-way)
GRN-2026-5486,PO-2026-0502,V-1136,Premier Cleaning Group,HH-3004,1000,1000,2026-07-10,Matched (3-way)
GRN-2026-5487,PO-2026-0585,V-1192,Asir Co Ltd,FG-1025,3000,3000,2026-06-30,Matched (3-way)
GRN-2026-5488,PO-2026-0574,V-1119,Arabian Snacks Company,BV-2007,5000,5000,2026-07-09,Matched (3-way)
GRN-2026-5489,PO-2026-0301,V-1029,Olaya Hygiene LLC,FG-1002,1500,1500,2026-06-29,Matched (3-way)
GRN-2026-5490,PO-2026-0254,V-1056,Bayt Beverages Co,HH-3013,5000,5000,2026-07-09,Matched (3-way)
GRN-2026-5491,PO-2026-0382,V-1091,Falcon Distribution Trading LLC,FG-1001,500,500,2026-07-05,Matched (3-way)
GRN-2026-5492,PO-2026-0391,V-1048,Tigris Confectionery Co,FG-1002,1500,1500,14/07/2026,Matched (3-way)
GRN-2026-5493,PO-2026-0431,V-1154,Maghrib Cosmetics LLC,FG-1025,3000,3000,2026-07-17,Matched (3-way)
GRN-2026-5494,PO-2026-0451,V-1127,Dar Marketing Group,HH-3004,500,500,2026-07-13,Matched (3-way)
GRN-2026-5495,PO-2026-0467,V-1141,Mada Industries Co,FG-1021,100,100,2026-07-09,Matched (3-way)
GRN-2026-5496,PO-2026-0489,V-1160,Al-Faisal Foodstuff Co LLC,CM-4018,800,800,2026-07-25,Matched (3-way)
GRN-2026-5497,PO-2026-0582,V-1103,Maghrib Dairy Trading LLC,FG-1009,2000,2000,2026-07-11,Matched (3-way)
GRN-2026-5498,PO-2026-0324,V-1080,Oasis Commercial Trading LLC,FG-1029,500,500,2026-07-17,Matched (3-way)
GRN-2026-5499,PO-2026-0263,V-1070,Bayt Confectionery Co,CM-4016,200,200,2026-07-07,Matched (3-way)
GRN-2026-5500,PO-2026-0275,V-1009,Bordeaux Cleaning Company,FG-1004,500,500,2026-07-23,Matched (3-way)
GRN-2026-9101,PO-2026-0999,V-1456,Gulf BioPharma Co,FG-2241,1200,1200,2026-04-30,NO MATCHING PO — orphan receipt
GRN-2026-9102,PO-2025-1311,V-1153,Hijaz Pharma Solutions Co,PKG-1101,24000,24000,2026-01-12,PO reference from prior-year sequence — verify
